"school" "t1_g4_bela" "t1_g4_bmath" "t1_g5_bela" "t1_g5_bmath" "t1_g6_bela" "t1_g6_bmath" "t2_g4_bela" "t2_g4_bmath" "t2_g5_bela" "t2_g5_bmath" "t2_g6_bela" "t2_g6_bmath"
"sch11" 0 0 0 0 0 0 6.90640360713485 43.3493018242816 0 0 0 0
"sch11" -11.5387074836274 0.711159140873025 0 0 0 0 0 0 30.709910434556 3.25897244393133 0 0
"sch11" 0.567311499140512 -9.92491413658779 0 0 0 0 0 0 3.25897244393133 34.0048490132347 0 0
"sch11" 0 0 -13.1152037822852 -0.296016786793845 0 0 0 0 0 0 36.4483599476597 4.87164540515797
"sch11" 0 0 -0.75056025280876 -14.9190034029793 0 0 0 0 0 0 4.87164540515797 41.1307726845091
"sch12" 22.7622278814019 2.13732844433454 0 0 0 0 0 0 -8.44735257545016 0.415322102596586 0 0
"sch12" 2.13732844433454 23.6830585663699 0 0 0 0 0 0 0.529928263037641 -7.39566182436058 0 0
"sch12" 0 0 21.9952153005582 2.45245113062189 0 0 0 0 0 0 -8.3062957287806 -0.475354826778881
"sch12" 0 0 2.45245113062189 25.0423435627594 0 0 0 0 0 0 -0.181429643518808 -9.14390531150345
"sch12" 0 0 0 0 26.8869544546787 3.31968478493972 0 0 0 0 0 0
"sch12" 0 0 0 0 3.31968478493972 26.144744078223 0 0 0 0 0 0
"sch12" 0 0 0 0 0 0 23.1412668949404 4.13363565648712 0 0 0 0
"sch12" 0 0 0 0 0 0 4.13363565648712 26.9064632012783 0 0 0 0
"sch12" -8.44735257545016 0.529928263037641 0 0 0 0 0 0 21.7941299858139 2.31281915375772 0 0
"sch12" 0.415322102596586 -7.39566182436058 0 0 0 0 0 0 2.31281915375772 24.1324734932633 0 0
"sch12" 0 0 -8.3062957287806 -0.181429643518808 0 0 0 0 0 0 25.6488458890939 3.42819491474079
"sch12" 0 0 -0.475354826778881 -9.14390531150345 0 0 0 0 0 0 3.42819491474079 28.9438770742842
"sch13" 37.9370464690031 3.6850490419561 0 0 0 0 0 0 -14.7669885247531 0.726032998900046 0 0
"sch13" 3.6850490419561 39.4717642772832 0 0 0 0 0 0 0.960688663986367 -13.4073401494256 0 0
"sch13" 0 0 34.7292873166709 4.00136763417255 0 0 0 0 0 0 -13.1152037822852 -0.75056025280876
"sch13" 0 0 4.00136763417255 43.1284805803078 0 0 0 0 0 0 -0.294082036553362 -15.7478369253671
"sch13" 0 0 0 0 29.224950494216 3.60835302710839 0 0 0 0 0 0
"sch13" 0 0 0 0 3.60835302710839 28.418200085025 0 0 0 0 0 0
"sch13" 0 0 0 0 0 0 35.9975262810184 6.90640360713485 0 0 0 0
"sch13" 0 0 0 0 0 0 6.90640360713485 45.8992607551217 0 0 0 0
"sch13" -14.7669885247531 0.960688663986367 0 0 0 0 0 0 35.5588436610648 3.77354704034154 0 0
"sch13" 0.726032998900046 -13.4073401494256 0 0 0 0 0 0 3.77354704034154 39.3740356995349 0 0
"sch13" 0 0 -13.1152037822852 -0.294082036553362 0 0 0 0 0 0 40.7364022944432 5.12449897289973
"sch13" 0 0 -0.75056025280876 -15.7478369253671 0 0 0 0 0 0 5.12449897289973 45.9696871179808
"sch14" 40.168637437768 3.9018166326594 0 0 0 0 0 0 -13.2034250338969 0.656886999004804 0 0
"sch14" 3.9018166326594 41.7936327641822 0 0 0 0 0 0 0.858968687799575 -12.1304506113851 0 0
"sch14" 0 0 29.9934754098521 3.45572659314902 0 0 0 0 0 0 -11.3267669028826 -0.648211127425747
"sch14" 0 0 3.45572659314902 35.2869386566155 0 0 0 0 0 0 -0.255650861321957 -12.8845938480276
"sch14" 0 0 0 0 74.6859845963297 8.2992119623493 0 0 0 0 0 0
"sch14" 0 0 0 0 8.2992119623493 65.3618601955575 0 0 0 0 0 0
"sch14" 0 0 0 0 0 0 38.1150278269607 7.31266264284867 0 0 0 0
"sch14" 0 0 0 0 0 0 7.31266264284867 45.8992607551217 0 0 0 0
"sch14" -13.2034250338969 0.858968687799575 0 0 0 0 0 0 33.7809014780116 3.41416160792806 0 0
"sch14" 0.656886999004804 -12.1304506113851 0 0 0 0 0 0 3.41416160792806 35.6241275376744 0 0
"sch14" 0 0 -11.3267669028826 -0.255650861321957 0 0 0 0 0 0 31.4781290457061 4.20733012263643
"sch14" 0 0 -0.648211127425747 -12.8845938480276 0 0 0 0 0 0 4.20733012263643 35.5220309548033
"sch15" 19.5104810412016 1.89516807872028 0 0 0 0 0 0 -7.36638964246371 0.362175534586432 0 0
"sch15" 1.89516807872028 20.2997644854599 0 0 0 0 0 0 0.479231565200921 -6.68814033708799 0 0
"sch15" 0 0 24.4391281117314 2.81577722404735 0 0 0 0 0 0 -8.20374886793146 -0.4694862486705
"sch15" 0 0 2.81577722404735 28.7523203868719 0 0 0 0 0 0 -0.185162763755821 -9.33205151132863
"sch15" 0 0 0 0 20.3689048899081 2.51491271586342 0 0 0 0 0 0
"sch15" 0 0 0 0 2.51491271586342 19.8066243016841 0 0 0 0 0 0
"sch15" 0 0 0 0 0 0 32.3977736529166 6.21576324642137 0 0 0 0
"sch15" 0 0 0 0 0 0 6.21576324642137 39.0143716418535 0 0 0 0
"sch15" -7.36638964246371 0.479231565200921 0 0 0 0 0 0 18.2599467448711 1.93776739909431 0 0
"sch15" 0.362175534586432 -6.68814033708799 0 0 0 0 0 0 1.93776739909431 20.2190994132747 0 0
"sch15" 0 0 -8.20374886793146 -0.185162763755821 0 0 0 0 0 0 25.6488458890939 3.42819491474079
"sch15" 0 0 -0.4694862486705 -9.33205151132863 0 0 0 0 0 0 3.42819491474079 28.9438770742842
"sch16" 17.9701799063699 1.74554954618973 0 0 0 0 0 0 -7.19417389667459 0.35370838407951 0 0
"sch16" 1.74554954618973 19.2024799186783 0 0 0 0 0 0 0.468027810660025 -6.53178109843812 0 0
"sch16" 0 0 18.8530416861928 2.17217100140796 0 0 0 0 0 0 -7.11968205324051 -0.407446994381898
"sch16" 0 0 2.17217100140796 22.1803614413012 0 0 0 0 0 0 -0.160694827116659 -8.09888756161734
"sch16" 0 0 0 0 20.3689048899081 2.51491271586342 0 0 0 0 0 0
"sch16" 0 0 0 0 2.51491271586342 19.8066243016841 0 0 0 0 0 0
"sch16" 0 0 0 0 0 0 18.5130135159523 3.45320180356743 0 0 0 0
"sch16" 0 0 0 0 0 0 3.45320180356743 21.6746509121408 0 0 0 0
"sch16" -7.19417389667459 0.468027810660025 0 0 0 0 0 0 17.3235392194931 1.83839471196127 0 0
"sch16" 0.35370838407951 -6.53178109843812 0 0 0 0 0 0 1.83839471196127 19.1822225202862 0 0
"sch16" 0 0 -7.11968205324051 -0.160694827116659 0 0 0 0 0 0 20.9854193638041 2.80488674842429
"sch16" 0 0 -0.407446994381898 -8.09888756161734 0 0 0 0 0 0 2.80488674842429 23.6813539698689
"sch17" 32.5174684020027 3.1586134645338 0 0 0 0 0 0 -12.6925782319902 0.624042649054564 0 0
"sch17" 3.1586134645338 33.8329408090999 0 0 0 0 0 0 0.825734780235901 -11.5239280808158 0 0
"sch17" 0 0 36.658692167597 4.22366583607103 0 0 0 0 0 0 -13.0747247582658 -0.75056025280876
"sch17" 0 0 4.22366583607103 43.1284805803078 0 0 0 0 0 0 -0.295103154735839 -14.9190034029793
"sch17" 0 0 0 0 42.0108663354354 5.18700747646831 0 0 0 0 0 0
"sch17" 0 0 0 0 5.18700747646831 40.8511626222234 0 0 0 0 0 0
"sch17" 0 0 0 0 0 0 43.1970315372221 7.76970405802671 0 0 0 0
"sch17" 0 0 0 0 0 0 7.76970405802671 48.7679645523169 0 0 0 0
"sch17" -12.6925782319902 0.825734780235901 0 0 0 0 0 0 33.7809014780116 3.58486968832447 0 0
"sch17" 0.624042649054564 -11.5239280808158 0 0 0 0 0 0 3.58486968832447 37.4053339145581 0 0
"sch17" 0 0 -13.0747247582658 -0.295103154735839 0 0 0 0 0 0 38.4732688336408 4.87164540515797
"sch17" 0 0 -0.75056025280876 -14.9190034029793 0 0 0 0 0 0 4.87164540515797 41.1307726845091
"sch18" 35.9403598127398 3.49109909237947 0 0 0 0 0 0 -11.4108547691274 0.587740999109561 0 0
"sch18" 3.49109909237947 39.4717642772832 0 0 0 0 0 0 0.737498368312766 -10.7826227656756 0 0
"sch18" 0 0 41.2410286885467 4.47211676760462 0 0 0 0 0 0 -13.7420333748208 -0.786432617832708
"sch18" 0 0 4.47211676760462 45.6654500262083 0 0 0 0 0 0 -0.291919668637529 -14.7125120063983
"sch18" 0 0 0 0 30.5533573348621 3.77236907379514 0 0 0 0 0 0
"sch18" 0 0 0 0 3.77236907379514 31.1246953312178 0 0 0 0 0 0
"sch18" 0 0 0 0 0 0 34.102919634649 6.54290868044354 0 0 0 0
"sch18" 0 0 0 0 0 0 6.54290868044354 45.8992607551217 0 0 0 0
"sch18" -11.4108547691274 0.737498368312766 0 0 0 0 0 0 30.709910434556 3.25897244393133 0 0
"sch18" 0.587740999109561 -10.7826227656756 0 0 0 0 0 0 3.25897244393133 35.6241275376744 0 0
"sch18" 0 0 -13.7420333748208 -0.291919668637529 0 0 0 0 0 0 40.7364022944432 5.44478015870597
"sch18" 0 0 -0.786432617832708 -14.7125120063983 0 0 0 0 0 0 5.44478015870597 45.9696871179808
"sch19" 22.7622278814019 2.21102942517366 0 0 0 0 0 0 -8.41718345910926 0.413838809373026 0 0
"sch19" 2.21102942517366 23.6830585663699 0 0 0 0 0 0 0.547592538472229 -7.6421838851726 0 0
"sch19" 0 0 27.4940191256978 3.04103940197114 0 0 0 0 0 0 -9.5176305225611 -0.542524530562854
"sch19" 0 0 3.04103940197114 31.0525060178216 0 0 0 0 0 0 -0.206225028133045 -10.3524910570239
"sch19" 0 0 0 0 26.8869544546787 3.31968478493972 0 0 0 0 0 0
"sch19" 0 0 0 0 3.31968478493972 26.144744078223 0 0 0 0 0 0
"sch19" 0 0 0 0 0 0 34.102919634649 6.54290868044354 0 0 0 0
"sch19" 0 0 0 0 0 0 6.54290868044354 41.0677596230037 0 0 0 0
"sch19" -8.41718345910926 0.547592538472229 0 0 0 0 0 0 22.520600985341 2.38991312554964 0 0
"sch19" 0.413838809373026 -7.6421838851726 0 0 0 0 0 0 2.38991312554964 24.9368892763721 0 0
"sch19" 0 0 -9.5176305225611 -0.206225028133045 0 0 0 0 0 0 28.8549516252306 3.85671927908339
"sch19" 0 0 -0.542524530562854 -10.3524910570239 0 0 0 0 0 0 3.85671927908339 33.9775948263336
"sch20" 28.4527848517524 2.76378678146708 0 0 0 0 0 0 -11.1338405543773 0.547405832504003 0 0
"sch20" 2.76378678146708 29.6038232079624 0 0 0 0 0 0 0.724328754592895 -10.1087088428209 0 0
"sch20" 0 0 31.4217361436546 3.45572659314902 0 0 0 0 0 0 -11.2728299176308 -0.645124407771339
"sch20" 0 0 3.45572659314902 35.2869386566155 0 0 0 0 0 0 -0.242868318255859 -12.2403641556262
"sch20" 0 0 0 0 29.224950494216 3.60835302710839 0 0 0 0 0 0
"sch20" 0 0 0 0 3.60835302710839 28.418200085025 0 0 0 0 0 0
"sch20" 0 0 0 0 0 0 35.9975262810184 6.90640360713485 0 0 0 0
"sch20" 0 0 0 0 0 0 6.90640360713485 43.3493018242816 0 0 0 0
"sch20" -11.1338405543773 0.724328754592895 0 0 0 0 0 0 32.1722871219158 3.41416160792806 0 0
"sch20" 0.547405832504003 -10.1087088428209 0 0 0 0 0 0 3.41416160792806 35.6241275376744 0 0
"sch20" 0 0 -11.2728299176308 -0.242868318255859 0 0 0 0 0 0 34.6259419502767 4.62806313490007
"sch20" 0 0 -0.645124407771339 -12.2403641556262 0 0 0 0 0 0 4.62806313490007 39.0742340502836
