"school" "grade" "year" "subject" "block" "blockid" "nsb" "alpha_sb" "Y_sb" "Y_sb_tilde" "blp"
"sch02" "5" "1" "math" "t1_g5_bmath" 4 21 1.1442914047623 57.2380952380952 56.0938038333329 52.2931004739004
"sch02" "6" "1" "ela" "t1_g6_bela" 5 16 -0.356559486938547 72.9375 73.2940594869386 69.6190225699681
"sch02" "6" "1" "math" "t1_g6_bmath" 6 16 1.17978972154067 42.9375 41.7577102784593 45.2442021128434
"sch02" "4" "2" "ela" "t2_g4_bela" 7 15 -0.853567147046842 20.7333333333333 21.5869004803802 29.0347370789806
"sch02" "4" "2" "math" "t2_g4_bmath" 8 14 4.2871108122549 45.9285714285714 41.6414606163165 45.6089877070023
"sch02" "5" "2" "ela" "t2_g5_bela" 9 9 0.65944808985909 59.4444444444444 58.7849963545854 52.086239942227
"sch02" "5" "2" "math" "t2_g5_bmath" 10 9 1.57849119590281 64.2222222222222 62.6437310263194 54.2802551775638
"sch02" "6" "2" "ela" "t2_g6_bela" 11 22 -2.48082155597645 55.7727272727273 58.2535488287037 53.8226938960354
"sch02" "6" "2" "math" "t2_g6_bmath" 12 21 -0.27084737840734 41.3333333333333 41.6041807117407 45.73792608169
"sch03" "4" "1" "ela" "t1_g4_bela" 1 38 -0.188390163970749 54.9736842105263 55.1620743744971 52.3847900015242
"sch03" "4" "1" "math" "t1_g4_bmath" 2 38 -0.634495603685503 48.8947368421053 49.5292324457908 47.374768842478
"sch03" "5" "1" "ela" "t1_g5_bela" 3 37 6.61903135532308 47.2702702702703 40.6512389149472 52.3354895551199
"sch03" "5" "1" "math" "t1_g5_bmath" 4 37 1.44760316326258 52.1621621621622 50.7145589988996 53.5949969478643
"sch03" "6" "1" "ela" "t1_g6_bela" 5 37 -0.631974609228633 31.6486486486486 32.2806232578773 34.6223652643754
"sch03" "6" "1" "math" "t1_g6_bmath" 6 36 0.417935963921926 58.6666666666667 58.2487307027447 58.4749842309631
"sch03" "4" "2" "ela" "t2_g4_bela" 7 34 0.0184877874242021 54.8823529411765 54.8638651537523 58.1179612950284
"sch03" "4" "2" "math" "t2_g4_bmath" 8 34 4.2871108122549 57.3823529411765 53.0952421289216 62.4475869165521
"sch03" "5" "2" "ela" "t2_g5_bela" 9 35 1.50471667181621 55.8857142857143 54.3809976138981 56.1684722836083
"sch03" "5" "2" "math" "t2_g5_bmath" 10 35 1.14811764553152 72.6285714285714 71.4804537830399 69.6095104865642
"sch03" "6" "2" "ela" "t2_g6_bela" 11 37 -3.144070659567 39.0810810810811 42.2251517406481 36.2964164962375
"sch03" "6" "2" "math" "t2_g6_bmath" 12 37 0.0969159963389064 70.3783783783784 70.2814623820395 65.6385420955264
"sch04" "4" "1" "ela" "t1_g4_bela" 1 33 -0.422142446592984 52.2424242424242 52.6645666890172 52.1895528900134
"sch04" "4" "1" "math" "t1_g4_bmath" 2 31 -0.555982841921268 54.7096774193548 55.2656602612761 51.5328410865667
"sch04" "5" "1" "ela" "t1_g5_bela" 3 36 6.20192122193757 58.7222222222222 52.5203010002846 58.6997396323398
"sch04" "5" "1" "math" "t1_g5_bmath" 4 36 1.16377497258263 57.0833333333333 55.9195583607507 54.0967236451444
"sch04" "6" "1" "ela" "t1_g6_bela" 5 39 -0.443656576893532 42.5641025641026 43.0077591409961 42.6624732815663
"sch04" "6" "1" "math" "t1_g6_bmath" 6 38 0.578326228683768 56.0789473684211 55.5006211397373 57.8581642948394
"sch04" "4" "2" "ela" "t2_g4_bela" 7 34 -0.366242330724788 48.2647058823529 48.6309482130777 49.8106322064826
"sch04" "4" "2" "math" "t2_g4_bmath" 8 33 4.2871108122549 56.9393939393939 52.652283127139 57.7535920231678
"sch04" "5" "2" "ela" "t2_g5_bela" 9 30 1.39905809907157 61.9333333333333 60.5342752342618 58.2388688555054
"sch04" "5" "2" "math" "t2_g5_bmath" 10 30 1.20191433932793 55.2 53.9980856606721 56.2535386412546
"sch04" "6" "2" "ela" "t2_g6_bela" 11 31 -3.67790530392038 38.741935483871 42.4198407877913 43.6560320740817
"sch04" "6" "2" "math" "t2_g6_bmath" 12 31 0.579605425693354 56.1612903225806 55.5816848968873 56.8844791521683
"sch05" "4" "1" "ela" "t1_g4_bela" 1 23 -0.0958705198743924 37.7826086956522 37.8784792155266 42.0794565997034
"sch05" "4" "1" "math" "t1_g4_bmath" 2 22 -0.0813375094374832 54.1363636363636 54.2177011458011 56.0016091384202
"sch05" "5" "1" "ela" "t1_g5_bela" 3 30 6.96355349147007 53.2 46.2364465085299 52.8809853558863
"sch05" "5" "1" "math" "t1_g5_bmath" 4 30 1.68203787660343 58.5333333333333 56.8512954567299 55.5384093761134
"sch05" "6" "1" "ela" "t1_g6_bela" 5 28 -0.841814702402032 55.3571428571429 56.1989575595449 54.1635920903943
"sch05" "6" "1" "math" "t1_g6_bmath" 6 28 0.417935963921926 49.5714285714286 49.1534926075066 50.9562970818653
"sch05" "4" "2" "ela" "t2_g4_bela" 7 27 -0.465987176170823 41.6666666666667 42.1326538428375 42.830214579511
"sch05" "4" "2" "math" "t2_g4_bmath" 8 26 4.2871108122549 63.1923076923077 58.9051968800528 59.8058407746433
"sch05" "5" "2" "ela" "t2_g5_bela" 9 22 1.45789071344074 42.3181818181818 40.8602911047411 43.8513220261033
"sch05" "5" "2" "math" "t2_g5_bmath" 10 22 1.17195936210038 44.6818181818182 43.5098588197178 47.3536966275845
"sch05" "6" "2" "ela" "t2_g6_bela" 11 29 -3.67790530392038 51.448275862069 55.1261811659893 50.2149607653154
"sch05" "6" "2" "math" "t2_g6_bmath" 12 30 0.381166438069859 53.9666666666667 53.5855002285968 50.8559520859525
"sch06" "4" "1" "ela" "t1_g4_bela" 1 23 -0.31560467460324 52.6521739130435 52.9677785876467 54.3756817032622
"sch06" "4" "1" "math" "t1_g4_bmath" 2 23 -0.867303010308147 61.0869565217391 61.9542595320473 60.3711637506161
"sch06" "5" "1" "ela" "t1_g5_bela" 3 20 7.20406894500665 49.35 42.1459310549934 50.7372644648031
"sch06" "5" "1" "math" "t1_g5_bmath" 4 20 1.84569984629421 73.1 71.2543001537058 67.6377066974507
"sch06" "6" "1" "ela" "t1_g6_bela" 5 19 -0.841814702402032 62.5263157894737 63.3681304918757 57.8579739041068
"sch06" "6" "1" "math" "t1_g6_bmath" 6 19 0.417935963921926 60.2105263157895 59.7925903518675 58.3805500051749
"sch06" "4" "2" "ela" "t2_g4_bela" 7 19 0.0184877874242021 71.6315789473684 71.6130911599442 69.4206567443529
"sch06" "4" "2" "math" "t2_g4_bmath" 8 19 4.2871108122549 79.5789473684211 75.2918365561661 71.9208489252549
"sch06" "5" "2" "ela" "t2_g5_bela" 9 24 1.12170434561689 43.9166666666667 42.7949623210498 45.1298747327133
"sch06" "5" "2" "math" "t2_g5_bmath" 10 24 1.34313066054351 65.7083333333333 64.3652026727898 61.9847765989074
"sch06" "6" "2" "ela" "t2_g6_bela" 11 20 -3.67790530392038 51.35 55.0279053039204 55.7422919065415
"sch06" "6" "2" "math" "t2_g6_bmath" 12 20 0.579605425693354 45.2 44.6203945743067 55.923542900809
"sch07" "4" "1" "ela" "t1_g4_bela" 1 16 -0.604005752684852 64.125 64.7290057526849 59.6444628758356
"sch07" "4" "1" "math" "t1_g4_bmath" 2 15 -0.89411113591924 43.4666666666667 44.3607778025859 45.0740436332879
"sch07" "5" "1" "ela" "t1_g5_bela" 3 18 6.40235076655139 44 37.5976492334486 48.4461624268213
"sch07" "5" "1" "math" "t1_g5_bmath" 4 18 1.30015994732494 52.6666666666667 51.3665067193417 53.1799590064456
"sch07" "6" "1" "ela" "t1_g6_bela" 5 11 -0.841814702402032 54.0909090909091 54.9327237933111 52.6094880881715
"sch07" "6" "1" "math" "t1_g6_bmath" 6 12 0.925838469001091 42.75 41.8241615309989 45.0317474248758
"sch07" "4" "2" "ela" "t2_g4_bela" 7 11 -1.17067803230904 72.2727272727273 73.4434053050363 67.2758146329593
"sch07" "4" "2" "math" "t2_g4_bmath" 8 10 4.2871108122549 60.2 55.9128891877451 62.6753458496823
"sch07" "5" "2" "ela" "t2_g5_bela" 9 15 1.21415559676845 36.4666666666667 35.2525110698982 42.0095641040846
"sch07" "5" "2" "math" "t2_g5_bmath" 10 15 1.29605855347165 66.6 65.3039414465283 64.5019979024458
"sch07" "6" "2" "ela" "t2_g6_bela" 11 16 -3.67790530392038 47 50.6779053039204 44.6226204589074
"sch07" "6" "2" "math" "t2_g6_bmath" 12 16 0.579605425693354 59.5625 58.9828945743066 56.3740608103083
"sch08" "4" "1" "ela" "t1_g4_bela" 1 30 -0.161790766293047 56.1333333333333 56.2951240996264 55.0763322025016
"sch08" "4" "1" "math" "t1_g4_bmath" 2 27 0.339062642191012 51.4814814814815 51.1424188392905 50.5789140775094
"sch08" "5" "1" "ela" "t1_g5_bela" 3 33 6.54811770808871 64.2121212121212 57.6640035040325 62.4008574908998
"sch08" "5" "1" "math" "t1_g5_bmath" 4 34 1.26806936503263 49.1176470588235 47.8495776937909 48.4064137851299
"sch08" "6" "1" "ela" "t1_g6_bela" 5 29 -0.306360671545773 39.2068965517241 39.5132572232699 41.9794759745857
"sch08" "6" "1" "math" "t1_g6_bmath" 6 27 0.417935963921926 31.4444444444444 31.0265084805225 36.4935135302475
"sch08" "4" "2" "ela" "t2_g4_bela" 7 35 -0.355250041634817 50.2857142857143 50.6409643273491 49.9478128353177
"sch08" "4" "2" "math" "t2_g4_bmath" 8 34 4.2871108122549 54.5 50.2128891877451 52.4319371049352
"sch08" "5" "2" "ela" "t2_g5_bela" 9 31 1.22608479046542 54.7096774193548 53.4835926288894 52.8383050451686
"sch08" "5" "2" "math" "t2_g5_bmath" 10 31 1.28998473320431 49.1290322580645 47.8390475248602 50.1961073573815
"sch08" "6" "2" "ela" "t2_g6_bela" 11 30 -3.67790530392038 47.2666666666667 50.944571970587 48.2044554963001
"sch08" "6" "2" "math" "t2_g6_bmath" 12 31 0.387567695735133 44.1935483870968 43.8059806913616 45.8346442044909
"sch09" "4" "1" "ela" "t1_g4_bela" 1 17 -0.250976982035932 44.6470588235294 44.8980358055653 43.533491609062
"sch09" "4" "1" "math" "t1_g4_bmath" 2 17 -0.749031867906269 37.2352941176471 37.9843259855533 44.0452397749148
"sch09" "5" "1" "ela" "t1_g5_bela" 3 21 6.86047543995439 56.6666666666667 49.8061912267123 53.3241502533475
"sch09" "5" "1" "math" "t1_g5_bmath" 4 21 1.61189703245024 52 50.3881029675498 49.5229932415951
"sch09" "6" "1" "ela" "t1_g6_bela" 5 19 -0.841814702402032 21.3684210526316 22.2102357550336 26.1639894047577
"sch09" "6" "1" "math" "t1_g6_bmath" 6 19 0.417935963921926 67.2631578947368 66.8452219308149 60.3171640660923
"sch09" "4" "2" "ela" "t2_g4_bela" 7 20 0.0184877874242021 44.05 44.0315122125758 43.6259220955927
"sch09" "4" "2" "math" "t2_g4_bmath" 8 22 4.28396040973701 50.7727272727273 46.4887668629903 46.5921609855738
"sch09" "5" "2" "ela" "t2_g5_bela" 9 18 1.12170434561689 50.8888888888889 49.767184543272 50.5655235855963
"sch09" "5" "2" "math" "t2_g5_bmath" 10 19 1.4050676435328 43.1578947368421 41.7528270933093 42.5144159650162
"sch09" "6" "2" "ela" "t2_g6_bela" 11 21 -3.36438336993506 28.6666666666667 32.0310500366017 30.810601293186
"sch09" "6" "2" "math" "t2_g6_bmath" 12 21 0.29612115765979 39.1428571428571 38.8467359851974 44.3982917275226
"sch10" "4" "1" "ela" "t1_g4_bela" 1 15 -0.33025361825183 49.3333333333333 49.6635869515852 43.6853643637196
"sch10" "4" "1" "math" "t1_g4_bmath" 2 15 -0.89411113591924 65.6 66.4941111359192 57.4075450310189
"sch10" "5" "1" "ela" "t1_g5_bela" 3 22 6.87609332654768 45.0909090909091 38.2148157643614 53.9198709612859
"sch10" "5" "1" "math" "t1_g5_bmath" 4 22 1.62252443307951 54.3636363636364 52.7411119305569 54.6103669645026
"sch10" "6" "1" "ela" "t1_g6_bela" 5 12 -0.841814702402032 53.1666666666667 54.0084813690687 55.5509331793025
"sch10" "6" "1" "math" "t1_g6_bmath" 6 12 0.417935963921926 53.75 53.3320640360781 51.7717894259057
"sch10" "4" "2" "ela" "t2_g4_bela" 7 19 0.0184877874242021 42.9473684210526 42.9288806336284 46.9630905786881
"sch10" "4" "2" "math" "t2_g4_bmath" 8 19 4.2871108122549 47.2631578947368 42.9760470824819 55.8016168433747
"sch10" "5" "2" "ela" "t2_g5_bela" 9 15 1.21415559676845 53.5333333333333 52.3191777365649 55.3896205381215
"sch10" "5" "2" "math" "t2_g5_bmath" 10 15 1.29605855347165 38.2666666666667 36.970608113195 39.6238623027969
"sch10" "6" "2" "ela" "t2_g6_bela" 11 21 -3.67790530392038 67.9047619047619 71.5826672086823 57.7911549912834
"sch10" "6" "2" "math" "t2_g6_bmath" 12 21 0.579605425693354 42.2857142857143 41.7061088600209 42.6739299985113
"sch11" "4" "1" "ela" "t1_g4_bela" 1 21 -0.378385861668625 55 55.3783858616686 54.7936554064173
"sch11" "4" "1" "math" "t1_g4_bmath" 2 21 -0.982194977212829 52.5714285714286 53.5536235486414 51.8156061927743
"sch11" "5" "1" "ela" "t1_g5_bela" 3 18 7.20406894500665 63.3333333333333 56.1292643883267 62.7423315146713
"sch11" "5" "1" "math" "t1_g5_bmath" 4 18 1.84569984629421 50.2222222222222 48.376522375928 52.3076313691746
"sch11" "6" "1" "ela" "t1_g6_bela" 5 19 -0.841814702402032 55.3157894736842 56.1576041760862 54.3900658609779
"sch11" "6" "1" "math" "t1_g6_bmath" 6 19 0.417935963921926 53.6315789473684 53.2136429834465 55.352372370561
"sch11" "4" "2" "ela" "t2_g4_bela" 7 18 0.0184877874242021 49.2222222222222 49.203734434798 50.4724122483047
"sch11" "4" "2" "math" "t2_g4_bmath" 8 18 4.2871108122549 60.0555555555556 55.7684447433007 57.1171750708396
"sch11" "5" "2" "ela" "t2_g5_bela" 9 22 1.07968104963891 63.1363636363636 62.0566825867247 60.3585507481251
"sch11" "5" "2" "math" "t2_g5_bmath" 10 22 1.3645270728489 51.8636363636364 50.4991092907875 54.0225375627215
"sch11" "6" "2" "ela" "t2_g6_bela" 11 19 -3.3313810610945 47.1578947368421 50.4892757979366 50.3364405661021
"sch11" "6" "2" "math" "t2_g6_bmath" 12 19 0.266280708393099 59.5789473684211 59.312666660028 57.3238070249852
"sch12" "4" "1" "ela" "t1_g4_bela" 1 30 -0.161790766293047 27 27.161790766293 32.9927276394137
"sch12" "4" "1" "math" "t1_g4_bmath" 2 30 -0.585817691391677 40.5 41.0858176913917 42.1561655841206
"sch12" "5" "1" "ela" "t1_g5_bela" 3 30 6.48252258439691 61.1 54.6174774156031 56.5625249076663
"sch12" "5" "1" "math" "t1_g5_bmath" 4 31 1.21216964103958 48.0322580645161 46.8200884234765 43.9547005778491
"sch12" "6" "1" "ela" "t1_g6_bela" 5 25 -0.841814702402032 43.56 44.401814702402 43.0306759978245
"sch12" "6" "1" "math" "t1_g6_bmath" 6 25 0.417935963921926 38.44 38.0220640360781 38.8646310369441
"sch12" "4" "2" "ela" "t2_g4_bela" 7 28 -0.448684498899572 34.25 34.6986844988996 32.2987839813715
"sch12" "4" "2" "math" "t2_g4_bmath" 8 29 4.28472085172409 32.2413793103448 27.9566584586207 37.7835521162629
"sch12" "5" "2" "ela" "t2_g5_bela" 9 31 1.22608479046542 40.2258064516129 38.9997216611475 40.0354130412972
"sch12" "5" "2" "math" "t2_g5_bmath" 10 31 1.28998473320431 42.8387096774194 41.548724944215 41.3811126428877
"sch12" "6" "2" "ela" "t2_g6_bela" 11 27 -3.67790530392038 40.9259259259259 44.6038312298463 40.4119285261433
"sch12" "6" "2" "math" "t2_g6_bmath" 12 27 0.579605425693354 33.9259259259259 33.3463205002326 34.8886120579377
"sch13" "4" "1" "ela" "t1_g4_bela" 1 18 0.343597789583302 50.3333333333333 49.98973554375 48.915128498636
"sch13" "4" "1" "math" "t1_g4_bmath" 2 18 0.339062642191012 64.8333333333333 64.4942706911423 55.2225168746733
"sch13" "5" "1" "ela" "t1_g5_bela" 3 19 6.06478521772812 71.6315789473684 65.5667937296403 67.7866234958755
"sch13" "5" "1" "math" "t1_g5_bmath" 4 18 1.30015994732494 49 47.6998400526751 55.1050327508091
"sch13" "6" "1" "ela" "t1_g6_bela" 5 23 -0.841814702402032 63.6521739130435 64.4939886154455 60.2531135729216
"sch13" "6" "1" "math" "t1_g6_bmath" 6 23 0.417935963921926 64.9565217391304 64.5385857752085 61.5979779261216
"sch13" "4" "2" "ela" "t2_g4_bela" 7 18 -0.708224657968335 35.1111111111111 35.8193357690795 38.0735844672788
"sch13" "4" "2" "math" "t2_g4_bmath" 8 17 4.2871108122549 46.2941176470588 42.0070068348039 52.6483238377914
"sch13" "5" "2" "ela" "t2_g5_bela" 9 19 1.4379849416617 51.1578947368421 49.7199097951804 55.2425273011784
"sch13" "5" "2" "math" "t2_g5_bmath" 10 19 1.18209450477136 44.2631578947368 43.0810633899655 48.269692821199
"sch13" "6" "2" "ela" "t2_g6_bela" 11 17 -3.29061350311499 44.8823529411765 48.1729664442915 50.3098276584414
"sch13" "6" "2" "math" "t2_g6_bmath" 12 17 0.22941897694601 58.6470588235294 58.4176398465834 54.1694418258127
"sch14" "4" "1" "ela" "t1_g4_bela" 1 17 0.0463104037736853 77 76.9536895962263 71.9315254152943
"sch14" "4" "1" "math" "t1_g4_bmath" 2 17 -0.204984612857629 38.2352941176471 38.4402787305047 39.9153693409039
"sch14" "5" "1" "ela" "t1_g5_bela" 3 22 7.20406894500665 74.5909090909091 67.3868401459024 72.1361157673754
"sch14" "5" "1" "math" "t1_g5_bmath" 4 22 1.84569984629421 51.7727272727273 49.9270274264331 54.0215683837582
"sch14" "6" "1" "ela" "t1_g6_bela" 5 9 -0.841814702402032 73.5555555555556 74.3973702579576 66.3066825893468
"sch14" "6" "1" "math" "t1_g6_bmath" 6 10 0.417935963921926 52.6 52.1820640360781 49.530725479686
"sch14" "4" "2" "ela" "t2_g4_bela" 7 17 0.0184877874242021 59.6470588235294 59.6285710361052 57.2241754250019
"sch14" "4" "2" "math" "t2_g4_bmath" 8 17 4.2871108122549 42.2352941176471 37.9481833053922 50.3693528657833
"sch14" "5" "2" "ela" "t2_g5_bela" 9 20 1.02925309446533 50.45 49.4207469055347 53.047607713019
"sch14" "5" "2" "math" "t2_g5_bmath" 10 21 1.44399946141178 74.8571428571429 73.4131433957311 70.773115367962
"sch14" "6" "2" "ela" "t2_g6_bela" 11 22 -3.67790530392038 42.2272727272727 45.9051780311931 45.9049752266476
"sch14" "6" "2" "math" "t2_g6_bmath" 12 22 0.579605425693354 56.1818181818182 55.6022127561248 57.8957318328426
"sch15" "4" "1" "ela" "t1_g4_bela" 1 35 0.199201059332917 55.3714285714286 55.1722275120957 59.3700584766992
"sch15" "4" "1" "math" "t1_g4_bmath" 2 35 0.0748111183102434 53.1428571428571 53.0680460245469 58.9863210487845
"sch15" "5" "1" "ela" "t1_g5_bela" 3 27 6.40235076655139 66.8148148148148 60.4124640482634 64.2413720824093
"sch15" "5" "1" "math" "t1_g5_bmath" 4 27 1.30015994732494 55.2592592592593 53.9590993119343 56.9564567819093
"sch15" "6" "1" "ela" "t1_g6_bela" 5 33 -0.841814702402032 74.6060606060606 75.4478753084626 71.8438984693566
"sch15" "6" "1" "math" "t1_g6_bmath" 6 33 0.417935963921926 72.6969696969697 72.2790337330478 70.7550269027242
"sch15" "4" "2" "ela" "t2_g4_bela" 7 20 0.0184877874242021 67.8 67.7815122125758 63.0247535682518
"sch15" "4" "2" "math" "t2_g4_bmath" 8 20 4.2871108122549 69.8 65.5128891877451 63.9122066255986
"sch15" "5" "2" "ela" "t2_g5_bela" 9 37 1.35907917965468 68.5945945945946 67.2355154149399 67.6482833609766
"sch15" "5" "2" "math" "t2_g5_bmath" 10 37 1.22226984508873 56.1621621621622 54.9398923170734 58.2055783090303
"sch15" "6" "2" "ela" "t2_g6_bela" 11 27 -2.94635412462131 58.3703703703704 61.3167244949917 58.7649797568225
"sch15" "6" "2" "math" "t2_g6_bmath" 12 27 -0.0818578663849632 70.6296296296296 70.7114874960146 66.1709178985719
"sch16" "4" "1" "ela" "t1_g4_bela" 1 38 0.210600801194789 54.9736842105263 54.7630834093315 54.1934104973358
"sch16" "4" "1" "math" "t1_g4_bmath" 2 37 0.339062642191012 52.027027027027 51.687964384836 52.4344736586078
"sch16" "5" "1" "ela" "t1_g5_bela" 3 35 6.79175673894394 58.1428571428571 51.3511004039132 57.8088124851275
"sch16" "5" "1" "math" "t1_g5_bmath" 4 35 1.56513646968144 38.0285714285714 36.46343495889 46.801168285242
"sch16" "6" "1" "ela" "t1_g6_bela" 5 33 -0.841814702402032 57.969696969697 58.811511672099 57.6585836557288
"sch16" "6" "1" "math" "t1_g6_bmath" 6 33 0.417935963921926 38.6666666666667 38.2487307027447 39.8806647590584
"sch16" "4" "2" "ela" "t2_g4_bela" 7 35 0.0184877874242021 50.8571428571429 50.8386550697187 51.4654449797703
"sch16" "4" "2" "math" "t2_g4_bmath" 8 36 4.28614818926332 68.6388888888889 64.3527406996256 60.2695548430123
"sch16" "5" "2" "ela" "t2_g5_bela" 9 39 1.44172790729536 51.6410256410256 50.1992977337303 52.6047079336561
"sch16" "5" "2" "math" "t2_g5_bmath" 10 39 1.18018875144861 54.5128205128205 53.3326317613719 54.2853730163606
"sch16" "6" "2" "ela" "t2_g6_bela" 11 33 -3.67790530392038 53.5454545454545 57.2233598493749 52.5900431852866
"sch16" "6" "2" "math" "t2_g6_bmath" 12 33 0.579605425693354 62.2727272727273 61.6931218470339 58.615597555114
"sch17" "4" "1" "ela" "t1_g4_bela" 1 21 -0.137724644584649 61.8095238095238 61.9472484541085 55.9657616226278
"sch17" "4" "1" "math" "t1_g4_bmath" 2 21 -0.541775770744882 52 52.5417757707449 50.9389039797069
"sch17" "5" "1" "ela" "t1_g5_bela" 3 18 6.80320985577902 49.9444444444444 43.1412345886654 54.031112508959
"sch17" "5" "1" "math" "t1_g5_bmath" 4 18 1.57292989680958 56.0555555555556 54.482625658746 53.5638001485685
"sch17" "6" "1" "ela" "t1_g6_bela" 5 16 -0.841814702402032 66.875 67.716814702402 62.5228571779364
"sch17" "6" "1" "math" "t1_g6_bmath" 6 16 0.417935963921926 64.0625 63.6445640360781 59.8104663390719
"sch17" "4" "2" "ela" "t2_g4_bela" 7 15 0.0184877874242021 51.3333333333333 51.3148455459091 50.8922149900215
"sch17" "4" "2" "math" "t2_g4_bmath" 8 16 4.28494491052385 55 50.7150550894762 54.4222827643222
"sch17" "5" "2" "ela" "t2_g5_bela" 9 20 1.44528372464735 52.7 51.2547162753527 54.1422449350268
"sch17" "5" "2" "math" "t2_g5_bmath" 10 20 1.178378285792 29.6 28.421621714208 37.6439963456485
"sch17" "6" "2" "ela" "t2_g6_bela" 11 18 -3.31212971427084 52.5555555555556 55.8676852698264 52.5872551327147
"sch17" "6" "2" "math" "t2_g6_bmath" 12 19 -0.047044008907157 41.9473684210526 41.9944124299598 44.7912332862707
"sch18" "4" "1" "ela" "t1_g4_bela" 1 19 -0.454384140747775 45 45.4543841407478 41.1929739250252
"sch18" "4" "1" "math" "t1_g4_bmath" 2 18 -0.688582172900865 28.7777777777778 29.4663599506786 32.1106686839338
"sch18" "5" "1" "ela" "t1_g5_bela" 3 16 6.75310246962556 45 38.2468975303744 43.318364760443
"sch18" "5" "1" "math" "t1_g5_bmath" 4 17 1.26806936503263 39.8235294117647 38.5554600467321 37.4125743403266
"sch18" "6" "1" "ela" "t1_g6_bela" 5 22 -0.488901818428589 30.8181818181818 31.3070836366104 33.4595029690324
"sch18" "6" "1" "math" "t1_g6_bmath" 6 21 0.417935963921926 26.6666666666667 26.2487307027447 27.530611254962
"sch18" "4" "2" "ela" "t2_g4_bela" 7 19 -1.35844105647745 39.6315789473684 40.9900200038459 37.2458385218359
"sch18" "4" "2" "math" "t2_g4_bmath" 8 17 4.2871108122549 36.8235294117647 32.5364185995098 38.7996401089634
"sch18" "5" "2" "ela" "t2_g5_bela" 9 22 0.827541273771016 20.9545454545455 20.1270041807744 26.6358043594867
"sch18" "5" "2" "math" "t2_g5_bmath" 10 21 1.44399946141178 32.8095238095238 31.365524348112 35.72053786404
"sch18" "6" "2" "ela" "t2_g6_bela" 11 17 -2.9033217023096 35.9411764705882 38.8444981728978 30.6727310889872
"sch18" "6" "2" "math" "t2_g6_bmath" 12 17 -0.120767471801335 32.8823529411765 33.0031204129778 30.0243775359784
"sch19" "4" "1" "ela" "t1_g4_bela" 1 30 -0.161790766293047 64.5 64.6617907662931 61.7998983000387
"sch19" "4" "1" "math" "t1_g4_bmath" 2 30 -0.585817691391677 64.4333333333333 65.019151024725 60.0913943730579
"sch19" "5" "1" "ela" "t1_g5_bela" 3 24 6.30213599424448 74.6666666666667 68.3645306724222 69.5854692328042
"sch19" "5" "1" "math" "t1_g5_bmath" 4 25 1.06012239177847 63.84 62.7798776082215 61.1345280315221
"sch19" "6" "1" "ela" "t1_g6_bela" 5 25 -0.841814702402032 45.92 46.761814702402 47.8291385080567
"sch19" "6" "1" "math" "t1_g6_bmath" 6 25 0.417935963921926 43.72 43.3020640360781 47.2074859945118
"sch19" "4" "2" "ela" "t2_g4_bela" 7 19 0.0184877874242021 60.5263157894737 60.5078280020495 58.4091104189738
"sch19" "4" "2" "math" "t2_g4_bmath" 8 19 4.2871108122549 63.1052631578947 58.8181523456398 61.2596657666207
"sch19" "5" "2" "ela" "t2_g5_bela" 9 30 1.30660684792001 50.0333333333333 48.7267264854133 51.5853107094969
"sch19" "5" "2" "math" "t2_g5_bmath" 10 30 1.24898644639979 49.4333333333333 48.1843468869335 52.7164534949379
